Month,Region,Channel,Product,Demographic,Units Sold,Return Rate,Avg Satisfaction,Social Engagement,Social Engagement Source
Dec 2023,South,Online,FuelCell Rebel,Boomer,443,0.24,3.8,,
Dec 2023,South,Online,880v13,Gen Z,313,0.11,2.9,,
Dec 2023,South,Online,880v13,Millennial,284,0.16,2.8,,
Dec 2023,South,Online,880v13,Gen X,268,0.18,3.5,,
Dec 2023,South,Online,880v13,Boomer,246,0.25,3.8,,
Dec 2023,South,Social Referral,Fresh Foam X,Gen Z,216,0.28,3.8,200.0,Instagram
Dec 2023,South,Social Referral,Fresh Foam X,Millennial,313,0.3,4.4,664.0,Facebook
Dec 2023,South,Social Referral,Fresh Foam X,Gen X,405,0.17,4.4,667.0,TikTok
Dec 2023,South,Social Referral,Fresh Foam X,Boomer,226,0.18,3.9,376.0,TikTok
Dec 2023,South,Social Referral,FuelCell Rebel,Gen Z,278,0.21,4.1,386.0,Facebook
Dec 2023,South,Social Referral,FuelCell Rebel,Millennial,335,0.27,4.2,580.0,Instagram
Dec 2023,South,Social Referral,FuelCell Rebel,Gen X,417,0.19,5.0,593.0,TikTok
Dec 2023,South,Social Referral,FuelCell Rebel,Boomer,163,0.14,4.6,685.0,Instagram
Dec 2023,South,Social Referral,880v13,Gen Z,154,0.21,4.4,342.0,Twitter
Dec 2023,South,Social Referral,880v13,Millennial,404,0.24,4.5,637.0,Instagram
Dec 2023,South,Social Referral,880v13,Gen X,170,0.16,3.2,438.0,TikTok
Dec 2023,South,Social Referral,880v13,Boomer,155,0.26,4.0,644.0,Facebook
Dec 2023,Midwest,In-Store,Fresh Foam X,Gen Z,339,0.07,4.1,,
Dec 2023,Midwest,In-Store,Fresh Foam X,Millennial,412,0.11,4.3,,
Dec 2023,Midwest,In-Store,Fresh Foam X,Gen X,371,0.05,4.3,,
Dec 2023,Midwest,In-Store,Fresh Foam X,Boomer,330,0.08,3.9,,
Dec 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,343,0.08,4.3,,
Dec 2023,Midwest,In-Store,FuelCell Rebel,Millennial,374,0.08,3.6,,
Dec 2023,Midwest,In-Store,FuelCell Rebel,Gen X,229,0.06,3.5,,
Dec 2023,Midwest,In-Store,FuelCell Rebel,Boomer,195,0.08,4.5,,
Dec 2023,Midwest,In-Store,880v13,Gen Z,178,0.06,4.1,,
Dec 2023,Midwest,In-Store,880v13,Millennial,261,0.1,3.6,,
Dec 2023,Midwest,In-Store,880v13,Gen X,189,0.05,4.1,,
Dec 2023,Midwest,In-Store,880v13,Boomer,312,0.11,4.2,,
Dec 2023,Midwest,Online,Fresh Foam X,Gen Z,250,0.2,3.8,,
Dec 2023,Midwest,Online,Fresh Foam X,Millennial,438,0.24,5.0,,
Dec 2023,Midwest,Online,Fresh Foam X,Gen X,217,0.16,3.8,,
Dec 2023,Midwest,Online,Fresh Foam X,Boomer,396,0.18,4.4,,
Dec 2023,Midwest,Online,FuelCell Rebel,Gen Z,414,0.16,2.8,,
Dec 2023,Midwest,Online,FuelCell Rebel,Millennial,418,0.19,3.0,,
Dec 2023,Midwest,Online,FuelCell Rebel,Gen X,240,0.22,3.0,,
Dec 2023,Midwest,Online,FuelCell Rebel,Boomer,416,0.2,3.7,,
Dec 2023,Midwest,Online,880v13,Gen Z,270,0.2,3.6,,
Dec 2023,Midwest,Online,880v13,Millennial,175,0.17,4.3,,
Dec 2023,Midwest,Online,880v13,Gen X,386,0.19,3.4,,
Dec 2023,Midwest,Online,880v13,Boomer,263,0.17,4.1,,
Dec 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,394,0.25,3.7,600.0,Instagram
Dec 2023,Midwest,Social Referral,Fresh Foam X,Millennial,354,0.23,4.3,318.0,Facebook
Dec 2023,Midwest,Social Referral,Fresh Foam X,Gen X,408,0.19,4.2,473.0,TikTok
Dec 2023,Midwest,Social Referral,Fresh Foam X,Boomer,349,0.1,4.3,576.0,Instagram
Dec 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,221,0.18,4.5,789.0,Facebook
Dec 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,407,0.18,4.6,324.0,Twitter
Dec 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,347,0.18,4.2,711.0,Instagram
Dec 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,259,0.21,4.2,769.0,Instagram
Dec 2023,Midwest,Social Referral,880v13,Gen Z,329,0.24,4.5,398.0,Twitter
Dec 2023,Midwest,Social Referral,880v13,Millennial,399,0.23,3.5,360.0,Instagram
Dec 2023,Midwest,Social Referral,880v13,Gen X,404,0.22,4.1,664.0,TikTok
Dec 2023,Midwest,Social Referral,880v13,Boomer,352,0.24,3.8,442.0,TikTok
Dec 2023,West,In-Store,Fresh Foam X,Gen Z,379,0.09,3.5,,
Dec 2023,West,In-Store,Fresh Foam X,Millennial,192,0.07,4.7,,
Dec 2023,West,In-Store,Fresh Foam X,Gen X,408,0.1,3.5,,
Dec 2023,West,In-Store,Fresh Foam X,Boomer,419,0.12,3.5,,
Dec 2023,West,In-Store,FuelCell Rebel,Gen Z,256,0.1,3.9,,
Dec 2023,West,In-Store,FuelCell Rebel,Millennial,351,0.09,4.0,,
Dec 2023,West,In-Store,FuelCell Rebel,Gen X,372,0.1,4.6,,
Dec 2023,West,In-Store,FuelCell Rebel,Boomer,403,0.09,4.7,,
Dec 2023,West,In-Store,880v13,Gen Z,336,0.05,3.3,,
Dec 2023,West,In-Store,880v13,Millennial,230,0.11,3.2,,
Dec 2023,West,In-Store,880v13,Gen X,223,0.15,2.9,,
Dec 2023,West,In-Store,880v13,Boomer,152,0.06,4.2,,
Dec 2023,West,Online,Fresh Foam X,Gen Z,261,0.24,4.0,,
Dec 2023,West,Online,Fresh Foam X,Millennial,389,0.15,3.9,,
Dec 2023,West,Online,Fresh Foam X,Gen X,429,0.18,3.8,,
Dec 2023,West,Online,Fresh Foam X,Boomer,324,0.18,2.9,,
Dec 2023,West,Online,FuelCell Rebel,Gen Z,261,0.18,3.6,,
Dec 2023,West,Online,FuelCell Rebel,Millennial,350,0.13,3.1,,
Dec 2023,West,Online,FuelCell Rebel,Gen X,381,0.15,3.3,,
Dec 2023,West,Online,FuelCell Rebel,Boomer,151,0.22,3.7,,
Dec 2023,West,Online,880v13,Gen Z,151,0.24,3.4,,
Dec 2023,West,Online,880v13,Millennial,220,0.15,4.3,,
Dec 2023,West,Online,880v13,Gen X,294,0.09,2.8,,
Dec 2023,West,Online,880v13,Boomer,365,0.17,2.3,,
Dec 2023,West,Social Referral,Fresh Foam X,Gen Z,424,0.21,4.6,636.0,TikTok
Dec 2023,West,Social Referral,Fresh Foam X,Millennial,166,0.16,4.1,373.0,Instagram
Dec 2023,West,Social Referral,Fresh Foam X,Gen X,331,0.28,3.6,654.0,Twitter
Dec 2023,West,Social Referral,Fresh Foam X,Boomer,406,0.13,4.2,468.0,Instagram
Dec 2023,West,Social Referral,FuelCell Rebel,Gen Z,306,0.15,3.7,697.0,TikTok
Dec 2023,West,Social Referral,FuelCell Rebel,Millennial,174,0.16,4.7,242.0,Instagram
Dec 2023,West,Social Referral,FuelCell Rebel,Gen X,250,0.24,4.8,660.0,Facebook
Dec 2023,West,Social Referral,FuelCell Rebel,Boomer,437,0.25,4.4,617.0,TikTok
Dec 2023,West,Social Referral,880v13,Gen Z,164,0.2,4.0,488.0,Twitter
Dec 2023,West,Social Referral,880v13,Millennial,433,0.15,3.3,595.0,Twitter
Dec 2023,West,Social Referral,880v13,Gen X,267,0.23,5.0,632.0,Instagram
Dec 2023,West,Social Referral,880v13,Boomer,241,0.23,3.3,608.0,Instagram
